raw_row_number,date,time,location,district,service_area,subject_age,subject_race,subject_sex,type,arrest_made,contraband_found,frisk_performed,search_conducted,search_person,search_vehicle,raw_race,raw_individual_contraband,raw_vehicle_contraband
411981,1/1/2014,1:14:00,NA,19,191,31,black,male,pedestrian,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Black - Non-Latino,TRUE,FALSE
407442,1/1/2014,1:57:00,NA,12,121,21,black,male,pedestrian,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,Black - Non-Latino,FALSE,FALSE
217556,1/1/2014,3:30:00,3400 BLOCK SPRUCE ST,18,183,24,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
217557,1/1/2014,3:40:00,3400 BLOCK SPRUCE ST,18,183,20,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
230988,1/1/2014,8:30:00,N 56TH ST / UPLAND WAY,19,193,31,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
398805,1/1/2014,8:53:00,CHESTNUT ST  / S SCHUYLKILL AV W,18,181,38,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
231349,1/1/2014,9:00:00,N 52ND ST / GAINOR RD,19,193,19,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
231350,1/1/2014,9:27:00,200 BLOCK N 52ND ST,19,192,28,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
231351,1/1/2014,9:45:00,N 56TH ST / LANCASTER AV,19,192,44,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
231352,1/1/2014,9:50:00,N 61ST ST / VINE ST,19,192,34,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
217558,1/1/2014,10:10:00,5600 BLOCK CHRISTIAN ST,18,182,33,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
231353,1/1/2014,10:30:00,6100 BLOCK NASSAU RD,19,191,18,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
358439,1/1/2014,10:35:00,5000 BLOCK WAYNE AV,39,391,37,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
411145,1/1/2014,10:35:00,NA,19,191,17,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
411135,1/1/2014,10:45:00,NA,19,193,13,black,female,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
358441,1/1/2014,10:52:00,4900 BLOCK GERMANTOWN AV,39,391,23,black,female,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
358440,1/1/2014,10:59:00,3600 BLOCK N BROAD ST,39,392,62,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
393118,1/1/2014,11:30:00,6500 BLOCK WOODLAND AV,12,123,33,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
358442,1/1/2014,12:05:00,200 BLOCK MANHEIM ST,39,391,46,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
231354,1/1/2014,12:20:00,5600 BLOCK LANSDOWNE AV,19,192,59,white,female,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,White - Non-Latino,FALSE,FALSE
231355,1/1/2014,13:06:00,5900 BLOCK MASTER ST,19,192,32,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
231356,1/1/2014,13:20:00,5500 BLOCK LANSDOWNE AV,19,193,23,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
358444,1/1/2014,13:33:00,5000 BLOCK GERMANTOWN AV,39,391,44,black,female,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
358445,1/1/2014,13:48:00,2900 BLOCK MIDVALE AV,39,391,63,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
397451,1/1/2014,13:50:00,GERMANTOWN AV / COLLOM ST,39,391,22,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
358443,1/1/2014,13:57:00,WISSAHICKON AV / MIDVALE AV,39,391,38,hispanic,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,White - Latino,FALSE,FALSE
358446,1/1/2014,14:05:00,5500 BLOCK PULASKI AV,39,391,47,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
358447,1/1/2014,14:16:00,5200 BLOCK GERMANTOWN AV,39,391,21,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
358448,1/1/2014,14:20:00,200 BLOCK W COULTER ST,39,391,40,white,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,White - Non-Latino,FALSE,FALSE
43724,1/1/2014,14:35:00,6000 BLOCK SUMMER ST,19,192,23,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
217559,1/1/2014,14:42:00,S 52ND/ MARKET ST,18,182,33,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
358449,1/1/2014,15:49:00,HANSBERRY ST / KNOX ST,39,391,46,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
230996,1/1/2014,16:15:00,5400 BLOCK ARCH ST,19,192,46,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
230997,1/1/2014,16:20:00,5300 BLOCK ARCH ST,19,192,53,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
274004,1/1/2014,17:30:00,200 BLOCK E CAMBRIA ST,24,242,21,hispanic,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,White - Latino,FALSE,FALSE
230998,1/1/2014,17:45:00,6000 BLOCK HAVERFORD AV,19,192,45,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
230999,1/1/2014,18:25:00,100 BLOCK N 63RD ST,19,192,18,black,male,pedestrian,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Black - Non-Latino,TRUE,FALSE
280881,1/1/2014,19:00:00,400 BLOCK E CLEARFIELD ST,24,242,25,white,female,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,White - Non-Latino,FALSE,FALSE
417756,1/1/2014,19:10:00,NA,1,11,37,white,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,White - Non-Latino,FALSE,FALSE
407838,1/1/2014,19:50:00,NA,1,11,50,white,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,White - Non-Latino,FALSE,FALSE
231361,1/1/2014,20:40:00,4800 BLOCK W GIRARD AV,19,192,49,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
231362,1/1/2014,21:00:00,5400 BLOCK LANSDOWNE AV,19,192,51,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
217201,1/1/2014,21:00:00,5500 BLOCK BALTIMORE AV,18,182,32,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
217202,1/1/2014,21:15:00,5500 BLOCK BALTIMORE AV,18,182,24,black,female,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
217560,1/1/2014,21:15:00,5500 BLOCK BALTIMORE AV,18,182,22,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
217563,1/1/2014,21:47:00,5300 BLOCK LOCUST ST,18,182,20,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
217567,1/1/2014,22:29:00,5500 BLOCK MARKET ST,18,182,21,black,male,pedestrian,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Black - Non-Latino,TRUE,FALSE
217564,1/1/2014,23:25:00,200 BLOCK S 60TH ST,18,181,25,black,male,pedestrian,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,Black - Non-Latino,FALSE,FALSE
217566,1/1/2014,23:29:00,S 60TH ST / SPRUCE ST,18,181,19,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
231363,1/1/2014,23:42:00,N 52ND ST / W THOMPSON ST,19,192,36,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
275317,1/1/2014,23:46:00,3100 BLOCK KENSINGTON AV,24,242,55,black,female,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
217568,1/2/2014,0:15:00,5900 BLOCK COBBS CREEK,18,181,20,black,female,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
393652,1/2/2014,0:30:00,N 52ND ST / LANCASTER AV,19,192,47,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
231364,1/2/2014,0:30:00,N 56TH ST / W GIRARD AV,19,192,18,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
231365,1/2/2014,0:48:00,N 56TH ST / LANCASTER AV,19,193,33,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
217569,1/2/2014,0:49:00,5100 BLOCK WALNUT ST,18,182,48,black,male,pedestrian,FALSE,NA,TRUE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
231367,1/2/2014,0:49:00,W GIRARD AV / N SICKELS ST,19,192,36,black,male,vehicular,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Black - Non-Latino,FALSE,TRUE
231366,1/2/2014,1:00:00,N 57TH ST / W OXFORD ST,19,193,68,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
231369,1/2/2014,1:04:00,N 53RD ST / PARKSIDE AV,19,193,74,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
217570,1/2/2014,1:10:00,5800 BLOCK MONTROSE ST,18,181,24,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
231368,1/2/2014,1:10:00,N 52ND ST / LANCASTER AV,19,192,28,black,female,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
217571,1/2/2014,1:20:00,400 BLOCK S 60TH ST,18,181,21,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
236054,1/2/2014,1:40:00,BELMONT AV / CITY AV,19,192,18,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
231370,1/2/2014,1:40:00,N 59TH ST / LANSDOWNE AV,19,192,20,black,female,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
231371,1/2/2014,1:40:00,N 59TH ST / LANSDOWNE AV,19,192,26,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
217572,1/2/2014,2:20:00,6100 BLOCK HAZEL AV,18,181,NA,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
231733,1/2/2014,2:30:00,N 56TH ST / MASTER ST,19,192,26,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
231372,1/2/2014,2:30:00,N 60TH ST / RACE ST,19,191,37,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
231734,1/2/2014,3:30:00,N 52ND ST / MARKET ST,19,191,37,black,female,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
232112,1/2/2014,5:18:00,1700 BLOCK N 59TH ST,19,191,53,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
125436,1/2/2014,8:10:00,400 BLOCK MARKET ST,6,62,24,white,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,White - Non-Latino,FALSE,FALSE
231737,1/2/2014,8:35:00,5800 BLOCK LANCASTER AV,19,193,17,black,female,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
358453,1/2/2014,8:37:00,3800 BLOCK PULASKI AV,39,392,32,black,female,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
231736,1/2/2014,8:40:00,1300 BLOCK N 56TH ST,19,192,58,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
231738,1/2/2014,9:20:00,N 61ST ST / CALLOWHILL ST,19,192,26,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
42033,1/2/2014,9:50:00,N 52ND ST / WYALUSING AV,19,192,24,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
42035,1/2/2014,9:50:00,N 52ND ST / WYALUSING AV,19,192,29,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
42036,1/2/2014,10:00:00,6100 BLOCK LANCASTER AV,19,192,35,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
231742,1/2/2014,10:00:00,N 59TH ST / FILBERT ST,19,192,64,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
42038,1/2/2014,10:00:00,N 63RD ST / W COLUMBIA AV,19,191,71,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
42032,1/2/2014,10:01:00,N 52ND ST / W GIRARD AV,19,192,26,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
40881,1/2/2014,10:01:00,N 52ND ST / W GIRARD AV,19,192,29,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
40880,1/2/2014,10:01:00,N 52ND ST / W GIRARD AV,19,192,35,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
358815,1/2/2014,10:07:00,N 27TH ST / W ALLEGHENY AV,39,393,61,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
156572,1/2/2014,10:15:00,2000 BLOCK S 66TH ST,12,122,31,black,male,pedestrian,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,Black - Non-Latino,FALSE,FALSE
358816,1/2/2014,10:20:00,1400 BLOCK W ERIE AV,39,392,36,black,female,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
231739|231740,1/2/2014,10:25:00,5900 BLOCK FILBERT ST,19,192,31,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
358814,1/2/2014,10:30:00,1400 BLOCK W ALLEGHENY AV,39,392,18,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
231381,1/2/2014,10:30:00,S 60TH ST / MARKET ST,19,192,34,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
231741,1/2/2014,10:35:00,N 67TH ST / LANSDOWNE AV,19,193,49,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
156571,1/2/2014,10:35:00,S 53RD ST / WHITBY AV,12,124,35,black,male,pedestrian,FALSE,NA,TRUE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
40912,1/2/2014,10:45:00,N 64TH ST / CALLOWHILL ST,19,192,20,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
358817,1/2/2014,10:50:00,100 BLOCK W ASHMEAD ST,39,391,28,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
42037,1/2/2014,10:50:00,6400 BLOCK CALLOWHILL ST,19,192,44,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
231382,1/2/2014,11:15:00,5200 BLOCK WYALUSING AV,19,192,50,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
231383,1/2/2014,11:15:00,N 52ND ST / LEBANON AV,19,192,28,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
358818,1/2/2014,11:35:00,3500 BLOCK N 17TH ST,39,392,26,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
275318,1/2/2014,11:45:00,3900 BLOCK O ST,24,241,27,hispanic,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,White - Latino,FALSE,FALSE
358820,1/2/2014,12:03:00,1700 BLOCK W PACIFIC ST,39,392,26,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
358819,1/2/2014,12:03:00,1700 BLOCK W PACIFIC ST,39,392,27,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
358822,1/2/2014,12:05:00,2000 BLOCK W ONTARIO ST,39,392,39,black,female,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
231384,1/2/2014,12:17:00,300 BLOCK HORTON ST,19,192,25,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
359182,1/2/2014,12:30:00,3600 BLOCK N BOUVIER ST,39,392,25,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
231747,1/2/2014,12:35:00,5600 BLOCK W BERKS ST,19,192,17,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
358823,1/2/2014,12:41:00,N 23RD ST / W LIPPINCOTT ST,39,393,69,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
231749,1/2/2014,12:43:00,5900 BLOCK LEBANON AV,19,192,23,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
231750,1/2/2014,12:43:00,5900 BLOCK LEBANON AV,19,192,25,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
358825,1/2/2014,12:50:00,N 17TH ST / W ERIE AV,39,392,49,black,female,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
358824,1/2/2014,13:00:00,1700 BLOCK W LEHIGH AV,39,393,34,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
231754,1/2/2014,13:00:00,6000 BLOCK ARCH ST,19,192,54,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
217573,1/2/2014,13:18:00,5700 BLOCK MARKET ST,18,181,50,black,male,pedestrian,FALSE,NA,TRUE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
231748,1/2/2014,13:28:00,5400 BLOCK LANSDOWNE AV,19,192,73,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
358828,1/2/2014,13:40:00,5200 BLOCK KNOX ST,39,391,25,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
231755,1/2/2014,14:20:00,5200 BLOCK GAINOR RD,19,193,33,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
231753,1/2/2014,14:30:00,0 BLOCK N 58TH ST,19,192,36,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
231752,1/2/2014,14:30:00,0 BLOCK N 59TH ST,19,192,25,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
231751,1/2/2014,14:30:00,N 59TH ST / FILBERT ST,19,192,34,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
358826,1/2/2014,14:44:00,1400 BLOCK W ERIE AV,39,392,57,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
275319,1/2/2014,14:45:00,2800 BLOCK C ST,24,241,24,hispanic,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,White - Latino,FALSE,FALSE
358827,1/2/2014,14:45:00,3100 BLOCK N 23RD ST,39,393,21,black,female,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
275320,1/2/2014,15:05:00,2900 BLOCK KENSINGTON AV,24,242,25,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
358829,1/2/2014,15:05:00,5100 BLOCK MORRIS ST,39,391,42,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
358830,1/2/2014,15:18:00,5200 BLOCK GREENE ST,39,391,23,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
358831,1/2/2014,15:29:00,5100 BLOCK GERMANTOWN AV,39,391,32,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
358832,1/2/2014,15:55:00,3600 BLOCK N BROAD ST,39,392,23,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
394016,1/2/2014,16:00:00,N 60TH ST / HAVERFORD AV,19,192,22,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
231756,1/2/2014,16:15:00,0 BLOCK N 52ND ST,19,192,45,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
358833,1/2/2014,16:20:00,WAYNE AV / APSLEY ST,39,391,23,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
358834,1/2/2014,16:20:00,WAYNE AV / APSLEY ST,39,391,27,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
232108,1/2/2014,16:29:00,N 49TH ST / LANCASTER AV,19,192,24,black,female,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
232109,1/2/2014,16:30:00,0 BLOCK N 60TH ST,19,192,55,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
232107,1/2/2014,16:40:00,0 BLOCK N 60TH ST,19,192,52,black,female,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
232111,1/2/2014,16:50:00,N 63RD ST / MARKET ST,19,192,21,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
358835|358836,1/2/2014,17:00:00,5300 BLOCK ALFRED ST,39,391,31,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
232110,1/2/2014,17:05:00,6400 BLOCK CALLOWHILL ST,19,192,59,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
359200,1/2/2014,17:29:00,WAYNE AV / BERKLEY ST,39,391,22,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
232115,1/2/2014,17:38:00,N 52ND ST / ARCH ST,19,192,24,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
231768,1/2/2014,17:38:00,N 52ND ST / ARCH ST,19,192,24,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
358837,1/2/2014,17:40:00,2700 BLOCK N 25TH ST,39,393,53,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
232116,1/2/2014,18:00:00,N 63RD ST / HAVERFORD AV,19,192,50,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
232117,1/2/2014,18:03:00,N 57TH ST / HAVERFORD AV,19,192,41,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
231767,1/2/2014,18:25:00,N 63RD ST / RACE ST,19,192,49,black,male,pedestrian,FALSE,NA,TRUE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
358838,1/2/2014,18:30:00,2700 BLOCK N 27TH ST,39,393,59,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
156573,1/2/2014,18:30:00,3000 BLOCK ISLAND AV,12,121,48,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
232114,1/2/2014,18:32:00,N 52ND ST / ARCH ST,19,192,48,black,male,vehicular,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Black - Non-Latino,TRUE,FALSE
